offense_description,district,shooting,month,weekend,hour,day
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E5,0,10,1,7,14
SICK ASSIST,C11,0,10,1,7,14
PROPERTY - LOST/ MISSING,B2,0,10,1,7,14
M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,E13,0,10,1,8,14
LARCENY THEFT OF MV PARTS & ACCESSORIES,D4,0,10,1,8,14
M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,B2,0,10,1,8,14
M/V ACCIDENT - PERSONAL INJURY,C11,0,10,1,8,14
M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,0,10,1,9,14
LARCENY THEFT FROM BUILDING,C6,0,10,1,9,14
PROPERTY - FOUND,A1,0,10,1,9,14
M/V - LEAVING SCENE - PERSONAL INJURY,A1,0,10,1,9,14
DEATH INVESTIGATION,D14,0,10,1,9,14
M/V ACCIDENT - PERSONAL INJURY,D14,0,10,1,9,14
STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,A1,0,10,1,9,14
INVESTIGATE PROPERTY,D4,0,10,1,9,14
AUTO THEFT,D4,0,10,1,9,14
TOWED MOTOR VEHICLE,C11,0,10,1,9,14
RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B2,0,10,1,9,14
TOWED MOTOR VEHICLE,C11,0,10,1,9,14
BURGLARY - RESIDENTIAL,B2,0,10,1,10,14
FRAUD - FALSE PRETENSE / SCHEME,E13,0,10,1,10,14
THREATS TO DO BODILY HARM,B2,0,10,1,10,14
LARCENY SHOPLIFTING,D4,0,10,1,10,14
INVESTIGATE PROPERTY,B3,0,10,1,10,14
TOWED MOTOR VEHICLE,B2,0,10,1,10,14
SICK/INJURED/MEDICAL - PERSON,E18,0,10,1,10,14
TOWED MOTOR VEHICLE,A7,0,10,1,10,14
INVESTIGATE PERSON,B3,0,10,1,10,14
MISSING PERSON - LOCATED,A1,0,10,1,10,14
SICK ASSIST,C11,0,10,1,10,14
WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,A7,0,10,1,11,14
INVESTIGATE PERSON,A7,0,10,1,11,14
LARCENY THEFT FROM BUILDING,B2,0,10,1,11,14
INVESTIGATE PERSON,A7,0,10,1,11,14
M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,0,10,1,11,14
INVESTIGATE PERSON,D4,0,10,1,11,14
INVESTIGATE PERSON,D14,0,10,1,11,14
PROPERTY - LOST/ MISSING,B2,0,10,1,11,14
LARCENY THEFT FROM BUILDING,A7,0,10,1,11,14
M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,0,10,1,11,14
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,0,10,1,11,14
AUTO THEFT,D14,0,10,1,12,14
FRAUD - FALSE PRETENSE / SCHEME,A1,0,10,1,12,14
LARCENY ALL OTHERS,D4,0,10,1,12,14
PROPERTY - LOST/ MISSING,D14,0,10,1,12,14
LARCENY THEFT OF MV PARTS & ACCESSORIES,A7,0,10,1,12,14
INVESTIGATE PERSON,C6,0,10,1,12,14
LARCENY THEFT FROM MV - NON-ACCESSORY,D14,0,10,1,12,14
SICK ASSIST,B2,0,10,1,12,14
PROPERTY - LOST/ MISSING,A1,0,10,1,12,14
INVESTIGATE PERSON,B2,0,10,1,12,14
HARASSMENT/ CRIMINAL HARASSMENT,E13,0,10,1,12,14
M/V ACCIDENT - OTHER,C6,0,10,1,12,14
TOWED MOTOR VEHICLE,E18,0,10,1,12,14
M/V ACCIDENT - PROPERTY DAMAGE,D4,0,10,1,12,14
ASSAULT - SIMPLE,D4,0,10,1,12,14
LARCENY THEFT FROM BUILDING,D14,0,10,1,12,14
PROPERTY - FOUND,D14,0,10,1,13,14
PROPERTY - LOST/ MISSING,B2,0,10,1,13,14
DEATH INVESTIGATION,D4,0,10,1,13,14
FRAUD - CREDIT CARD / ATM FRAUD,A7,0,10,1,13,14
INVESTIGATE PROPERTY,D4,0,10,1,13,14
ROBBERY,C6,0,10,1,13,14
LARCENY SHOPLIFTING,C6,0,10,1,13,14
FIREARM/WEAPON - FOUND OR CONFISCATED,B3,0,10,1,13,14
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,0,10,1,14,14
FIRE REPORT,C11,0,10,1,14,14
M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,0,10,1,14,14
INVESTIGATE PERSON,C11,0,10,1,14,14
PROPERTY - FOUND,E13,0,10,1,14,14
THREATS TO DO BODILY HARM,B3,0,10,1,14,14
ASSAULT - SIMPLE,B3,0,10,1,14,14
ASSAULT - SIMPLE,D14,0,10,1,14,14
SICK ASSIST,C6,0,10,1,14,14
LARCENY THEFT FROM MV - NON-ACCESSORY,D14,0,10,1,14,14
INVESTIGATE PERSON,E13,0,10,1,14,14
M/V ACCIDENT - OTHER,B2,0,10,1,14,14
LARCENY SHOPLIFTING,D4,0,10,1,14,14
BURGLARY - RESIDENTIAL,D14,0,10,1,15,14
PROPERTY - LOST/ MISSING,E18,0,10,1,15,14
FRAUD - FALSE PRETENSE / SCHEME,D14,0,10,1,15,14
THREATS TO DO BODILY HARM,C11,0,10,1,15,14
INVESTIGATE PERSON,C6,0,10,1,15,14
LARCENY ALL OTHERS,B2,0,10,1,15,14
HARASSMENT/ CRIMINAL HARASSMENT,D14,0,10,1,15,14
SICK ASSIST,E18,0,10,1,15,14
SICK/INJURED/MEDICAL - PERSON,A1,0,10,1,15,14
LARCENY THEFT FROM BUILDING,D4,0,10,1,15,14
VANDALISM,D14,0,10,1,15,14
MISSING PERSON,D14,0,10,1,15,14
INVESTIGATE PERSON,B3,0,10,1,15,14
PROPERTY - LOST/ MISSING,D4,0,10,1,16,14
INVESTIGATE PERSON,A7,0,10,1,16,14
M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,0,10,1,16,14
DANGEROUS OR HAZARDOUS CONDITION,A1,0,10,1,16,14
PROPERTY - FOUND,B2,0,10,1,16,14
SICK ASSIST,D4,0,10,1,16,14
MISSING PERSON - LOCATED,B3,0,10,1,16,14
VANDALISM,E18,0,10,1,16,14
ASSAULT - SIMPLE,D14,0,10,1,16,14
INVESTIGATE PROPERTY,C6,0,10,1,16,14
INVESTIGATE PERSON,E5,0,10,1,16,14
LARCENY SHOPLIFTING,A1,0,10,1,16,14
MISSING PERSON - NOT REPORTED - LOCATED,D4,0,10,1,16,14
LARCENY SHOPLIFTING,C11,0,10,1,16,14
PROPERTY - LOST/ MISSING,E5,0,10,1,17,14
SICK ASSIST - DRUG RELATED ILLNESS,A1,0,10,1,17,14
M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,0,10,1,17,14
LARCENY ALL OTHERS,C6,0,10,1,17,14
VAL - OPERATING AFTER REV/SUSP.,D4,0,10,1,17,14
SICK ASSIST - DRUG RELATED ILLNESS,A1,0,10,1,17,14
SICK ASSIST,B3,0,10,1,17,14
INVESTIGATE PERSON,B2,0,10,1,17,14
SICK ASSIST,D4,0,10,1,17,14
INVESTIGATE PROPERTY,D4,0,10,1,17,14
INVESTIGATE PROPERTY,E18,0,10,1,17,14
FRAUD - CREDIT CARD / ATM FRAUD,B2,0,10,1,17,14
PROPERTY - LOST/ MISSING,E13,0,10,1,17,14
ASSAULT - SIMPLE,B3,0,10,1,17,14
M/V ACCIDENT - INVOLVING BICYCLE - INJURY,A1,0,10,1,17,14
INVESTIGATE PROPERTY,D14,0,10,1,17,14
SICK ASSIST,A1,0,10,1,17,14
M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,0,10,1,17,14
VAL - OPERATING AFTER REV/SUSP.,B2,0,10,1,17,14
SICK/INJURED/MEDICAL - PERSON,E5,0,10,1,17,14
PROPERTY - LOST/ MISSING,D4,0,10,1,18,14
LARCENY THEFT OF MV PARTS & ACCESSORIES,C11,0,10,1,18,14
LARCENY THEFT FROM MV - NON-ACCESSORY,D14,0,10,1,18,14
VANDALISM,C11,0,10,1,18,14
VAL - OPERATING AFTER REV/SUSP.,E18,0,10,1,18,14
WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,E18,0,10,1,18,14
LANDLORD - TENANT,B3,0,10,1,18,14
LARCENY ALL OTHERS,C6,0,10,1,18,14
MISSING PERSON - LOCATED,B2,0,10,1,18,14
INVESTIGATE PERSON,B2,0,10,1,18,14
LARCENY ALL OTHERS,C6,0,10,1,18,14
M/V ACCIDENT - OTHER,C11,0,10,1,18,14
ASSAULT - AGGRAVATED,A1,0,10,1,18,14
SICK/INJURED/MEDICAL - PERSON,A1,0,10,1,18,14
PROPERTY - FOUND,D14,0,10,1,18,14
AUTO THEFT,C11,0,10,1,18,14
INVESTIGATE PERSON,E5,0,10,1,18,14
INVESTIGATE PERSON,C11,0,10,1,18,14
INVESTIGATE PERSON,C11,0,10,1,18,14
LARCENY SHOPLIFTING,A1,0,10,1,18,14
INVESTIGATE PROPERTY,C11,0,10,1,19,14
PROPERTY - LOST/ MISSING,C6,0,10,1,19,14
TOWED MOTOR VEHICLE,D14,0,10,1,19,14
M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,0,10,1,19,14
MISSING PERSON,C6,0,10,1,19,14
INVESTIGATE PERSON,E13,0,10,1,19,14
LARCENY ALL OTHERS,C11,0,10,1,19,14
TOWED MOTOR VEHICLE,B2,0,10,1,19,14
SICK ASSIST - DRUG RELATED ILLNESS,E13,0,10,1,19,14
VAL - OPERATING AFTER REV/SUSP.,A1,0,10,1,19,14
FRAUD - FALSE PRETENSE / SCHEME,C11,0,10,1,19,14
LARCENY SHOPLIFTING,E18,0,10,1,19,14
SICK/INJURED/MEDICAL - PERSON,B2,0,10,1,19,14
AUTO THEFT,E13,0,10,1,19,14
INVESTIGATE PERSON,E18,0,10,1,19,14
M/V ACCIDENT - OTHER,E13,0,10,1,19,14
M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,0,10,1,20,14
INVESTIGATE PROPERTY,D14,0,10,1,20,14
INVESTIGATE PROPERTY,C11,0,10,1,20,14
"ANIMAL INCIDENTS (DOG BITES, LOST DOG, ETC)",B2,0,10,1,20,14
SICK ASSIST,E5,0,10,1,20,14
VERBAL DISPUTE,C11,0,10,1,20,14
SICK/INJURED/MEDICAL - PERSON,E18,0,10,1,20,14
MISSING PERSON - LOCATED,C11,0,10,1,20,14
SICK ASSIST,E13,0,10,1,20,14
FRAUD - FALSE PRETENSE / SCHEME,A1,0,10,1,20,14
SICK ASSIST - DRUG RELATED ILLNESS,D4,0,10,1,20,14
LARCENY THEFT FROM MV - NON-ACCESSORY,E5,0,10,1,20,14
VANDALISM,C6,0,10,1,20,14
INVESTIGATE PERSON,A1,0,10,1,20,14
ASSAULT - SIMPLE,D14,0,10,1,20,14
AUTO THEFT,D4,0,10,1,21,14
LARCENY ALL OTHERS,D14,0,10,1,21,14
PROPERTY - LOST/ MISSING,B3,0,10,1,21,14
LARCENY ALL OTHERS,C11,0,10,1,21,14
SICK ASSIST - DRUG RELATED ILLNESS,E13,0,10,1,21,14
INVESTIGATE PERSON,D4,0,10,1,21,14
VANDALISM,C6,0,10,1,21,14
LARCENY THEFT OF BICYCLE,D4,0,10,1,21,14
HARASSMENT/ CRIMINAL HARASSMENT,C6,0,10,1,21,14
INVESTIGATE PERSON,B2,0,10,1,21,14
INVESTIGATE PERSON,D14,0,10,1,21,14
INVESTIGATE PROPERTY,A7,0,10,1,22,14
THREATS TO DO BODILY HARM,D4,0,10,1,22,14
INVESTIGATE PROPERTY,E13,0,10,1,22,14
M/V ACCIDENT - PROPERTY DAMAGE,B2,0,10,1,22,14
SICK/INJURED/MEDICAL - PERSON,D4,0,10,1,22,14
MISSING PERSON - LOCATED,B2,0,10,1,22,14
BALLISTICS EVIDENCE/FOUND,B3,1,10,1,22,14
INVESTIGATE PERSON,D14,0,10,1,22,14
BOMB THREAT,D4,0,10,1,22,14
ASSAULT - AGGRAVATED,C6,0,10,1,23,14
INVESTIGATE PROPERTY,A1,0,10,1,23,14
SICK ASSIST,D4,0,10,1,23,14
M/V ACCIDENT - INVOLVING BICYCLE - INJURY,E13,0,10,1,23,14
M/V ACCIDENT - PROPERTY DAMAGE,E5,0,10,1,23,14
ASSAULT - AGGRAVATED,A7,0,10,1,23,14
SICK ASSIST - DRUG RELATED ILLNESS,C6,0,10,1,23,14
INVESTIGATE PROPERTY,B2,0,10,1,23,14
ASSAULT - SIMPLE,C11,0,10,1,23,14
BALLISTICS EVIDENCE/FOUND,B3,1,10,1,23,14
M/V ACCIDENT - PROPERTY DAMAGE,D14,0,10,1,23,14
INVESTIGATE PERSON,C11,0,10,1,23,14
M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,0,10,1,23,14
MISSING PERSON,C11,0,10,1,23,14
LARCENY THEFT FROM MV - NON-ACCESSORY,D4,0,10,1,23,14
M/V ACCIDENT - PROPERTY DAMAGE,E18,0,10,1,0,15
M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,C11,0,10,1,0,15
RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),C11,0,10,1,0,15
TOWED MOTOR VEHICLE,E13,0,10,1,0,15
VERBAL DISPUTE,A1,0,10,1,0,15
SICK ASSIST,E13,0,10,1,0,15
INVESTIGATE PERSON,C11,0,10,1,0,15
INVESTIGATE PROPERTY,E13,0,10,1,0,15
M/V ACCIDENT - INVOLVING BICYCLE - NO INJURY,C6,0,10,1,0,15
INVESTIGATE PERSON,C11,0,10,1,0,15
FRAUD - FALSE PRETENSE / SCHEME,C6,0,10,1,0,15
LARCENY THEFT FROM MV - NON-ACCESSORY,D4,0,10,1,0,15
ROBBERY,D4,0,10,1,0,15
M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,0,10,1,0,15
INVESTIGATE PERSON,D4,0,10,1,0,15
ASSAULT - SIMPLE,B2,0,10,1,0,15
INVESTIGATE PERSON,B3,0,10,1,0,15
M/V - LEAVING SCENE - PERSONAL INJURY,A7,0,10,1,0,15
M/V ACCIDENT - OTHER,A1,0,10,1,1,15
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D14,0,10,1,1,15
TOWED MOTOR VEHICLE,B2,0,10,1,1,15
INVESTIGATE PERSON,C11,0,10,1,1,15
LARCENY THEFT FROM MV - NON-ACCESSORY,A1,0,10,1,1,15
VANDALISM,E13,0,10,1,1,15
SICK ASSIST,C6,0,10,1,1,15
ROBBERY,A7,0,10,1,1,15
AFFRAY,A1,0,10,1,1,15
M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,0,10,1,1,15
LARCENY PICK-POCKET,D4,0,10,1,1,15
FRAUD - FALSE PRETENSE / SCHEME,A1,0,10,1,1,15
ASSAULT - SIMPLE,A1,0,10,1,1,15
M/V ACCIDENT - PERSONAL INJURY,A1,0,10,1,1,15
VANDALISM,D4,0,10,1,2,15
M/V ACCIDENT - OTHER,A7,0,10,1,2,15
M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,0,10,1,2,15
M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,0,10,1,2,15
M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,0,10,1,2,15
BALLISTICS EVIDENCE/FOUND,D4,0,10,1,2,15
INVESTIGATE PERSON,B2,0,10,1,2,15
ASSAULT - AGGRAVATED,A1,0,10,1,2,15
BURGLARY - RESIDENTIAL,C6,0,10,1,3,15
ASSAULT - SIMPLE,B3,0,10,1,3,15
INVESTIGATE PROPERTY,B3,0,10,1,3,15
INVESTIGATE PROPERTY,B2,0,10,1,5,15
INVESTIGATE PERSON,D14,0,10,1,6,15
PROPERTY - LOST/ MISSING,A7,0,10,1,7,15
VANDALISM,C6,0,10,1,7,15
M/V ACCIDENT - PROPERTY DAMAGE,C6,0,10,1,7,15
BURGLARY - COMMERICAL,D4,0,10,1,8,15
ASSAULT - AGGRAVATED,C6,0,10,1,8,15
TOWED MOTOR VEHICLE,A1,0,10,1,8,15
LARCENY THEFT FROM MV - NON-ACCESSORY,E18,0,10,1,8,15
MISSING PERSON - LOCATED,B3,0,10,1,9,15
TOWED MOTOR VEHICLE,E5,0,10,1,9,15
TOWED MOTOR VEHICLE,C11,0,10,1,9,15
SICK ASSIST,D4,0,10,1,9,15
VAL - VIOLATION OF AUTO LAW,C11,0,10,1,10,15
HARASSMENT/ CRIMINAL HARASSMENT,B3,0,10,1,10,15
PROPERTY - FOUND,E5,0,10,1,10,15
PROPERTY - FOUND,A1,0,10,1,10,15
SICK ASSIST,D14,0,10,1,10,15
VAL - VIOLATION OF AUTO LAW,B2,0,10,1,10,15
SICK ASSIST,B2,0,10,1,10,15
SICK ASSIST,A1,0,10,1,10,15
LARCENY THEFT FROM MV - NON-ACCESSORY,B3,0,10,1,10,15
LARCENY THEFT FROM MV - NON-ACCESSORY,B2,0,10,1,10,15
VANDALISM,A1,0,10,1,10,15
PROPERTY - FOUND,B2,0,10,1,10,15
AFFRAY,C6,0,10,1,11,15
M/V ACCIDENT - PERSONAL INJURY,B3,0,10,1,11,15
FIRE REPORT,E18,0,10,1,11,15
ASSAULT - AGGRAVATED,E13,0,10,1,11,15
M/V ACCIDENT - OTHER,B2,0,10,1,11,15
FRAUD - FALSE PRETENSE / SCHEME,E5,0,10,1,12,15
INVESTIGATE PROPERTY,A1,0,10,1,12,15
PROPERTY - FOUND,E5,0,10,1,12,15
PROPERTY - LOST/ MISSING,C11,0,10,1,12,15
LARCENY THEFT FROM BUILDING,C6,0,10,1,12,15
ROBBERY,A7,0,10,1,12,15
M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,0,10,1,12,15
PROPERTY - LOST/ MISSING,A1,0,10,1,12,15
LARCENY ALL OTHERS,A7,0,10,1,12,15
INVESTIGATE PERSON,B2,0,10,1,12,15
M/V ACCIDENT - PROPERTY DAMAGE,E5,0,10,1,12,15
VANDALISM,A15,0,10,1,12,15
INVESTIGATE PERSON,D4,0,10,1,12,15
SICK ASSIST,A1,0,10,1,12,15
SICK ASSIST,D4,0,10,1,12,15
LARCENY THEFT OF BICYCLE,C6,0,10,1,13,15
VANDALISM,D14,0,10,1,13,15
M/V ACCIDENT - PERSONAL INJURY,C6,0,10,1,13,15
LARCENY THEFT FROM BUILDING,C11,0,10,1,13,15
INVESTIGATE PERSON,A1,0,10,1,13,15
INVESTIGATE PERSON,B3,0,10,1,13,15
INVESTIGATE PERSON,A1,0,10,1,13,15
ASSAULT - SIMPLE,D4,0,10,1,13,15
M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,0,10,1,13,15
LARCENY ALL OTHERS,A7,0,10,1,13,15
PROPERTY - LOST/ MISSING,D4,0,10,1,14,15
LARCENY ALL OTHERS,B2,0,10,1,14,15
M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,0,10,1,14,15
INVESTIGATE PERSON,E5,0,10,1,14,15
M/V ACCIDENT - PROPERTY DAMAGE,E13,0,10,1,14,15
THREATS TO DO BODILY HARM,B3,0,10,1,14,15
SICK ASSIST,C11,0,10,1,14,15
TOWED MOTOR VEHICLE,E18,0,10,1,14,15
INVESTIGATE PERSON,B2,0,10,1,14,15
INVESTIGATE PERSON,D14,0,10,1,14,15
LARCENY THEFT FROM BUILDING,D4,0,10,1,14,15
HARASSMENT/ CRIMINAL HARASSMENT,E13,0,10,1,14,15
M/V ACCIDENT - PROPERTY DAMAGE,D4,0,10,1,14,15
THREATS TO DO BODILY HARM,B3,0,10,1,14,15
LARCENY THEFT FROM BUILDING,E18,0,10,1,15,15
M/V ACCIDENT - PROPERTY DAMAGE,E13,0,10,1,15,15
INVESTIGATE PROPERTY,B3,0,10,1,15,15
M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,0,10,1,15,15
INVESTIGATE PERSON,A7,0,10,1,15,15
VERBAL DISPUTE,B3,0,10,1,15,15
HARASSMENT/ CRIMINAL HARASSMENT,E13,0,10,1,15,15
M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,0,10,1,15,15
MISSING PERSON - LOCATED,C11,0,10,1,15,15
HARASSMENT/ CRIMINAL HARASSMENT,C6,0,10,1,16,15
VANDALISM,D4,0,10,1,16,15
PROPERTY - LOST/ MISSING,D4,0,10,1,16,15
SICK/INJURED/MEDICAL - PERSON,E5,0,10,1,16,15
INVESTIGATE PERSON,D14,0,10,1,16,15
INVESTIGATE PROPERTY,A1,0,10,1,16,15
M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,0,10,1,16,15
INVESTIGATE PERSON,D4,0,10,1,16,15
INVESTIGATE PROPERTY,E5,0,10,1,16,15
ASSAULT - AGGRAVATED,C6,0,10,1,17,15
SICK ASSIST,A7,0,10,1,17,15
LARCENY THEFT OF MV PARTS & ACCESSORIES,D14,0,10,1,17,15
LARCENY PICK-POCKET,A1,0,10,1,18,15
AUTO THEFT,D4,0,10,1,18,15
PROPERTY - FOUND,A1,0,10,1,18,15
M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,0,10,1,18,15
TOWED MOTOR VEHICLE,D4,0,10,1,18,15
LICENSE PREMISE VIOLATION,A1,0,10,1,18,15
ASSAULT - SIMPLE,A7,0,10,1,18,15
VANDALISM,D4,0,10,1,18,15
INVESTIGATE PERSON,C11,0,10,1,18,15
INVESTIGATE PERSON,D4,0,10,1,18,15
PROPERTY - LOST/ MISSING,D4,0,10,1,18,15
ASSAULT - AGGRAVATED,B2,0,10,1,18,15
VANDALISM,E13,0,10,1,18,15
INVESTIGATE PERSON,E5,0,10,1,19,15
SICK ASSIST,C11,0,10,1,19,15
LICENSE PREMISE VIOLATION,A1,0,10,1,19,15
SICK ASSIST,C6,0,10,1,19,15
ASSAULT - SIMPLE,B2,0,10,1,19,15
TOWED MOTOR VEHICLE,E13,0,10,1,19,15
SICK ASSIST - DRUG RELATED ILLNESS,D4,0,10,1,19,15
ROBBERY,B2,0,10,1,19,15
SICK/INJURED/MEDICAL - PERSON,C6,0,10,1,19,15
ASSAULT - AGGRAVATED,A7,0,10,1,19,15
SICK ASSIST - DRUG RELATED ILLNESS,B2,0,10,1,20,15
M/V ACCIDENT - OTHER,D4,0,10,1,20,15
INVESTIGATE PERSON,C11,0,10,1,20,15
SICK ASSIST,A7,0,10,1,20,15
MISSING PERSON - LOCATED,B2,0,10,1,20,15
VERBAL DISPUTE,C6,0,10,1,20,15
PROPERTY - LOST/ MISSING,A1,0,10,1,21,15
SICK ASSIST,C6,0,10,1,21,15
M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,0,10,1,21,15
M/V ACCIDENT - INVOLVING BICYCLE - INJURY,A1,0,10,1,21,15
INVESTIGATE PROPERTY,D14,0,10,1,21,15
INVESTIGATE PERSON,C11,0,10,1,21,15
VAL - VIOLATION OF AUTO LAW,B3,0,10,1,21,15
M/V ACCIDENT - PROPERTY DAMAGE,C11,0,10,1,21,15
LICENSE PREMISE VIOLATION,C6,0,10,1,21,15
DEATH INVESTIGATION,B2,0,10,1,21,15
SICK ASSIST,D4,0,10,1,21,15
PROPERTY - LOST THEN LOCATED,B2,0,10,1,22,15
LARCENY SHOPLIFTING,C11,0,10,1,22,15
INVESTIGATE PERSON,B2,0,10,1,22,15
LICENSE PREMISE VIOLATION,A1,0,10,1,22,15
ASSAULT - SIMPLE,A1,0,10,1,22,15
INVESTIGATE PROPERTY,E18,0,10,1,22,15
INVESTIGATE PERSON,A1,0,10,1,22,15
SICK/INJURED/MEDICAL - PERSON,C6,0,10,1,22,15
VERBAL DISPUTE,C6,0,10,1,22,15
SICK ASSIST - DRUG RELATED ILLNESS,C6,0,10,1,22,15
M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,0,10,1,23,15
INVESTIGATE PERSON,B3,0,10,1,23,15
ASSAULT - AGGRAVATED,E18,0,10,1,23,15
M/V ACCIDENT - PROPERTY DAMAGE,B3,0,10,1,23,15
M/V ACCIDENT - PERSONAL INJURY,E18,0,10,1,23,15
SICK ASSIST,C6,0,10,1,23,15
INVESTIGATE PERSON,C6,0,10,1,23,15
THREATS TO DO BODILY HARM,B3,0,10,1,23,15
INVESTIGATE PERSON,A1,0,10,1,23,15
LARCENY THEFT FROM BUILDING,B2,0,10,1,23,15
LARCENY THEFT FROM BUILDING,C11,0,10,1,0,16
ASSAULT - AGGRAVATED,A7,0,10,1,0,16
VANDALISM,C11,0,10,1,0,16
LARCENY THEFT OF MV PARTS & ACCESSORIES,D4,0,10,1,0,16
LARCENY SHOPLIFTING,C11,0,10,1,0,16
LARCENY THEFT FROM BUILDING,D4,0,10,1,0,16
SERVICE TO OTHER AGENCY,E13,0,10,1,0,16
THREATS TO DO BODILY HARM,A1,0,10,1,0,16
TOWED MOTOR VEHICLE,C11,0,10,1,0,16
VANDALISM,E13,0,10,1,0,16
SICK ASSIST,E5,0,10,1,0,16
ASSAULT - SIMPLE,A1,0,10,1,0,16
SICK/INJURED/MEDICAL - POLICE,D14,0,10,1,0,16
VANDALISM,D4,0,10,1,0,16
NOISY PARTY/RADIO-NO ARREST,B3,0,10,1,0,16
SICK ASSIST,C11,0,10,1,0,16
VERBAL DISPUTE,B3,0,10,1,0,16
SICK ASSIST,A1,0,10,1,0,16
INVESTIGATE PROPERTY,D14,0,10,1,0,16
LARCENY THEFT FROM MV - NON-ACCESSORY,D4,0,10,1,1,16
PROPERTY - LOST/ MISSING,D14,0,10,1,1,16
VANDALISM,A15,0,10,1,1,16
INVESTIGATE PROPERTY,A1,0,10,1,1,16
SICK ASSIST,A1,0,10,1,1,16
ASSAULT - SIMPLE,A1,0,10,1,1,16
INVESTIGATE PROPERTY,B2,0,10,1,1,16
INVESTIGATE PERSON,D4,0,10,1,1,16
INVESTIGATE PERSON,C6,0,10,1,2,16
AUTO THEFT - MOTORCYCLE / SCOOTER,B2,0,10,1,2,16
PROPERTY - LOST/ MISSING,D4,0,10,1,2,16
INVESTIGATE PERSON,A1,0,10,1,2,16
ASSAULT - AGGRAVATED,A1,0,10,1,2,16
INVESTIGATE PERSON,D14,1,10,1,2,16
ASSAULT - SIMPLE,B2,0,10,1,2,16
INVESTIGATE PROPERTY,D14,0,10,1,2,16
TOWED MOTOR VEHICLE,C6,0,10,1,2,16
HARASSMENT/ CRIMINAL HARASSMENT,A7,0,10,1,2,16
TOWED MOTOR VEHICLE,D14,0,10,1,3,16
PROPERTY - LOST/ MISSING,C6,0,10,1,3,16
TRESPASSING,B2,0,10,1,3,16
THREATS TO DO BODILY HARM,A1,0,10,1,3,16
WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,B2,0,10,1,3,16
M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,0,10,1,3,16
INVESTIGATE PROPERTY,B2,1,10,1,3,16
FIRE REPORT,A7,0,10,1,3,16
INVESTIGATE PROPERTY,D4,0,10,1,4,16
ASSAULT - SIMPLE,D4,0,10,1,4,16
SICK ASSIST,B2,0,10,1,4,16
INVESTIGATE PERSON,A1,0,10,1,4,16
BURGLARY - RESIDENTIAL,A1,0,10,1,4,16
FIREARM/WEAPON - FOUND OR CONFISCATED,B3,0,10,1,5,16
THREATS TO DO BODILY HARM,D14,0,10,1,6,16
M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,0,10,1,6,16
M/V ACCIDENT - OTHER,E5,0,10,1,7,16
M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,0,10,1,7,16
LARCENY SHOPLIFTING,D4,0,10,1,7,16
INVESTIGATE PROPERTY,C6,0,10,1,7,16
INVESTIGATE PROPERTY,A1,0,10,1,8,16
M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,0,10,1,8,16
BURGLARY - RESIDENTIAL,C11,0,10,1,8,16
INVESTIGATE PERSON,B2,0,10,1,8,16
HARASSMENT/ CRIMINAL HARASSMENT,C6,0,10,1,9,16
HARASSMENT/ CRIMINAL HARASSMENT,A1,0,10,1,9,16
